"species","year","julian","lat","lon"
"Protea acaulos",1933,350,-33.875,19.375
"Protea acaulos",1961,355,-34.375,19.125
"Protea acaulos",1961,355,-34.375,19.625
"Protea acaulos",1947,306,-33.875,19.125
"Protea acaulos",1951,307,-32.625,18.875
"Protea acaulos",1954,318,-34.625,19.375
"Protea acaulos",1958,308,-33.625,19.125
"Protea acaulos",1972,310,-32.875,19.125
"Protea acaulos",1972,321,-34.625,19.875
"Protea acaulos",1974,307,-33.125,19.375
"Protea acaulos",1977,319,-33.125,19.125
"Protea acaulos",1989,313,-33.875,18.875
"Protea acaulos",1993,328,-34.875,19.875
"Protea acaulos",1999,308,-32.375,18.875
"Protea acaulos",1923,295,-32.375,19.375
"Protea acaulos",1923,284,-32.375,19.125
"Protea acaulos",1928,297,-33.875,18.875
"Protea acaulos",1940,277,-32.625,19.125
"Protea acaulos",1943,292,-33.875,19.125
"Protea acaulos",1949,288,-33.625,19.125
"Protea acaulos",1952,277,-33.875,18.875
"Protea acaulos",1952,279,-32.375,19.125
"Protea acaulos",1953,285,-32.125,18.875
"Protea acaulos",1955,283,-34.375,19.625
"Protea acaulos",1956,280,-33.375,19.125
"Protea acaulos",1963,286,-32.875,18.875
"Protea acaulos",1965,292,-32.125,18.875
"Protea acaulos",1966,297,-33.125,19.375
"Protea acaulos",1974,283,-34.375,19.125
"Protea acaulos",1975,298,-33.125,19.375
"Protea acaulos",1977,292,-33.875,19.375
"Protea acaulos",1983,288,-32.375,19.125
"Protea acaulos",1994,285,-34.125,18.875
"Protea acaulos",1911,268,-32.625,19.125
"Protea acaulos",1926,246,-33.625,18.875
"Protea acaulos",1928,265,-34.125,18.875
"Protea acaulos",1929,250,-32.625,18.875
"Protea acaulos",1935,271,-33.875,19.125
"Protea acaulos",1936,270,-32.625,19.125
"Protea acaulos",1937,268,-32.125,19.125
"Protea acaulos",1937,266,-32.125,19.125
"Protea acaulos",1937,267,-32.375,19.125
"Protea acaulos",1938,244,-34.125,18.375
"Protea acaulos",1940,273,-32.125,18.875
"Protea acaulos",1941,249,-34.125,18.375
"Protea acaulos",1945,252,-34.375,19.875
"Protea acaulos",1945,260,-33.875,18.875
"Protea acaulos",1946,265,-34.125,19.125
"Protea acaulos",1948,249,-32.625,19.125
"Protea acaulos",1949,263,-34.125,18.375
"Protea acaulos",1950,256,-33.375,19.125
"Protea acaulos",1950,253,-32.875,18.875
"Protea acaulos",1951,255,-32.625,18.875
"Protea acaulos",1953,268,-34.625,19.875
"Protea acaulos",1953,266,-33.625,24.125
"Protea acaulos",1954,261,-34.125,19.125
"Protea acaulos",1954,244,-33.625,19.125
"Protea acaulos",1958,271,-33.125,19.375
"Protea acaulos",1958,252,-32.125,18.875
"Protea acaulos",1958,264,-33.875,18.375
"Protea acaulos",1963,244,-32.375,19.125
"Protea acaulos",1963,245,-33.875,19.625
"Protea acaulos",1963,250,-33.875,18.875
"Protea acaulos",1965,252,-32.875,19.125
"Protea acaulos",1965,251,-32.875,18.875
"Protea acaulos",1968,273,-34.625,19.375
"Protea acaulos",1971,257,-33.875,19.125
"Protea acaulos",1972,250,-34.125,18.875
"Protea acaulos",1972,250,-32.375,19.125
"Protea acaulos",1979,249,-33.625,18.625
"Protea acaulos",1980,257,-33.875,18.625
"Protea acaulos",1982,245,-32.375,19.125
"Protea acaulos",1983,263,-33.625,19.125
"Protea acaulos",1993,247,-34.125,19.125
"Protea acaulos",1917,218,-34.125,18.375
"Protea acaulos",1936,226,-33.875,18.875
"Protea acaulos",1940,239,-34.125,19.375
"Protea acaulos",1946,242,-33.625,19.375
"Protea acaulos",1946,236,-34.625,19.375
"Protea acaulos",1953,228,-34.125,19.125
"Protea acaulos",1961,231,-33.875,19.125
"Protea acaulos",1964,238,-34.125,18.875
"Protea acaulos",1965,229,-33.625,19.125
"Protea acaulos",1965,222,-33.625,19.125
"Protea acaulos",1965,230,-32.875,18.875
"Protea acaulos",1966,219,-33.375,18.625
"Protea acaulos",1969,227,-34.375,19.125
"Protea acaulos",1971,237,-33.625,18.625
"Protea acaulos",1973,234,-32.375,19.125
"Protea acaulos",1973,227,-32.375,19.125
"Protea acaulos",1973,224,-32.375,19.125
"Protea acaulos",1974,223,-33.875,19.125
"Protea acaulos",1979,241,-33.875,19.125
"Protea acaulos",1959,211,-34.125,19.375
"Protea acaulos",1962,198,-33.625,19.125
"Protea acaulos",1973,205,-34.375,19.375
"Protea acaulos",1943,161,-34.125,18.875
"Protea acaulos",1954,156,-34.125,19.125
"Protea acaulos",1960,161,-32.875,18.625
"Protea acaulos",1960,161,-33.875,18.875
"Protea acaulos",1961,157,-33.875,18.875
"Protea acaulos",1964,180,-34.125,18.375
"Protea acaulos",1966,174,-34.125,19.875
"Protea acaulos",1972,181,-34.125,19.125
"Protea acaulos",1977,144,-33.875,18.875
"Protea acaulos",1959,104,-33.875,18.875
"Protea acaulos",1971,97,-34.125,19.125
"Protea acaulos",1978,104,-32.375,19.125
"Protea acaulos",1970,85,-34.375,18.875
"Protea acaulos",1978,76,-34.625,19.625
"Protea acaulos",1978,76,-34.875,19.625
"Protea acaulos",1988,83,-32.375,19.125
"Protea acaulos",1968,41,-33.125,19.375
"Protea acaulos",1977,33,-32.375,19.125
"Protea acaulos",1978,33,-33.875,18.875
"Protea acaulos",1980,46,-32.625,19.125
"Protea acaulos",1972,25,-33.625,19.375
"Protea burchellii",1952,317,-34.375,18.875
"Protea burchellii",1960,306,-33.625,18.875
"Protea burchellii",1960,286,-33.875,18.875
"Protea burchellii",1970,294,-33.125,19.125
"Protea burchellii",1928,265,-34.125,18.875
"Protea burchellii",1961,258,-33.875,18.875
"Protea burchellii",1963,245,-33.875,19.625
"Protea burchellii",1963,245,-33.625,19.375
"Protea burchellii",1970,246,-33.875,19.125
"Protea burchellii",1994,256,-33.875,18.875
"Protea burchellii",1939,229,-33.375,19.125
"Protea burchellii",1952,218,-33.875,18.625
"Protea burchellii",1952,225,-33.625,18.875
"Protea burchellii",1959,215,-33.875,18.875
"Protea burchellii",1961,218,-33.625,18.625
"Protea burchellii",1965,231,-33.875,18.875
"Protea burchellii",1966,219,-33.625,18.625
"Protea burchellii",1966,221,-33.875,18.625
"Protea burchellii",1967,214,-33.625,19.125
"Protea burchellii",1968,225,-32.625,18.625
"Protea burchellii",1969,224,-33.625,18.625
"Protea burchellii",1970,233,-32.625,18.625
"Protea burchellii",1972,229,-34.125,18.875
"Protea burchellii",1979,224,-33.875,18.875
"Protea burchellii",1982,229,-33.625,19.375
"Protea burchellii",1986,226,-33.875,18.375
"Protea burchellii",1912,192,-33.875,18.875
"Protea burchellii",1941,185,-33.625,18.875
"Protea burchellii",1952,188,-33.875,18.875
"Protea burchellii",1954,193,-33.875,18.875
"Protea burchellii",1955,196,-33.875,19.125
"Protea burchellii",1956,183,-33.875,18.875
"Protea burchellii",1960,202,-32.625,18.625
"Protea burchellii",1961,198,-33.375,19.125
"Protea burchellii",1961,209,-33.625,18.875
"Protea burchellii",1962,185,-33.625,18.875
"Protea burchellii",1963,200,-33.875,18.875
"Protea burchellii",1963,188,-33.625,19.375
"Protea burchellii",1963,195,-33.625,19.125
"Protea burchellii",1971,208,-33.625,18.625
"Protea burchellii",1977,205,-33.625,18.625
"Protea burchellii",1978,193,-33.375,19.125
"Protea burchellii",1979,185,-33.625,18.625
"Protea burchellii",1980,208,-33.875,18.625
"Protea burchellii",1994,185,-33.875,18.875
"Protea burchellii",1994,188,-33.875,18.875
"Protea burchellii",2011,193,-33.625,18.875
"Protea burchellii",1934,160,-33.875,18.875
"Protea burchellii",1938,156,-34.125,18.875
"Protea burchellii",1942,174,-32.875,18.625
"Protea burchellii",1942,174,-34.125,18.875
"Protea burchellii",1952,176,-33.875,18.875
"Protea burchellii",1962,172,-33.625,19.125
"Protea burchellii",1963,179,-33.875,18.875
"Protea burchellii",1966,166,-33.625,18.875
"Protea burchellii",1968,169,-34.375,18.875
"Protea burchellii",1978,167,-34.125,18.875
"Protea burchellii",1962,124,-33.875,19.125
"Protea burchellii",1962,134,-33.625,18.875
"Protea burchellii",1962,101,-33.125,19.125
"Protea burchellii",1978,34,-33.875,18.875
"Protea caffra",1940,350,-32.625,26.875
"Protea caffra",1949,346,-26.125,28.125
"Protea caffra",1951,362,-24.125,29.125
"Protea caffra",1952,358,-26.375,31.125
"Protea caffra",1952,365,-28.875,29.125
"Protea caffra",1954,364,-24.125,29.125
"Protea caffra",1954,354,-24.125,29.125
"Protea caffra",1963,354,-24.125,29.875
"Protea caffra",1969,347,-28.375,29.125
"Protea caffra",1970,363,-30.625,29.625
"Protea caffra",1974,351,-24.625,30.875
"Protea caffra",1974,342,-24.625,27.875
"Protea caffra",1978,345,-26.125,27.875
"Protea caffra",1944,316,-25.875,28.375
"Protea caffra",1957,323,-28.625,30.875
"Protea caffra",1982,327,-26.125,27.875
"Protea caffra",1999,306,-24.625,30.875
"Protea caffra",1930,285,-26.375,27.375
"Protea caffra",1939,296,-29.625,30.625
"Protea caffra",1948,287,-26.125,27.875
"Protea caffra",1959,295,-26.625,32.125
"Protea caffra",1961,278,-26.125,28.125
"Protea caffra",1962,299,-30.875,30.375
"Protea caffra",1974,275,-25.875,31.125
"Protea caffra",1975,284,-23.875,29.875
"Protea caffra",1910,267,-30.375,30.375
"Protea caffra",1964,260,-26.625,32.125
"Protea caffra",1967,259,-31.625,29.625
"Protea caffra",1993,242,-31.125,28.125
"Protea caffra",1948,188,-26.375,28.375
"Protea caffra",1971,182,-32.875,28.125
"Protea caffra",1966,170,-25.875,31.125
"Protea caffra",1978,179,-22.875,30.375
"Protea caffra",1979,176,-30.625,30.375
"Protea caffra",1952,130,-28.875,29.125
"Protea caffra",1975,128,-29.625,29.375
"Protea caffra",1978,143,-27.875,31.375
"Protea caffra",1978,130,-25.625,27.625
"Protea caffra",1978,138,-24.625,30.875
"Protea caffra",1978,131,-24.125,29.125
"Protea caffra",1978,146,-28.875,29.125
"Protea caffra",1978,139,-24.875,30.625
"Protea caffra",1978,144,-28.875,31.625
"Protea caffra",1978,140,-25.875,31.125
"Protea caffra",1978,148,-29.875,29.875
"Protea caffra",1978,149,-30.625,29.625
"Protea caffra",1978,130,-25.625,27.875
"Protea caffra",1987,144,-28.875,31.625
"Protea caffra",1963,69,-24.625,30.875
"Protea caffra",1964,62,-29.625,30.125
"Protea caffra",1976,65,-28.625,28.875
"Protea caffra",1975,33,-25.875,27.375
"Protea caffra",1951,19,-32.625,27.125
"Protea caffra",1952,18,-29.125,31.625
"Protea caffra",1953,28,-29.125,31.625
"Protea caffra",1964,9,-30.375,28.875
"Protea caffra",1964,15,-24.625,30.875
"Protea caffra",1975,26,-24.125,29.125
"Protea caffra",1975,27,-24.125,29.875
"Protea caffra",1976,13,-31.625,29.625
"Protea caffra",1994,2,-25.875,31.125
"Protea coronata",1952,309,-34.125,24.625
"Protea coronata",1980,308,-33.875,24.125
"Protea coronata",1916,290,-34.125,18.875
"Protea coronata",1955,274,-33.875,19.625
"Protea coronata",1977,303,-34.375,19.625
"Protea coronata",1992,304,-34.375,19.125
"Protea coronata",1930,250,-33.375,25.875
"Protea coronata",1967,251,-34.125,24.625
"Protea coronata",1969,267,-34.125,24.375
"Protea coronata",1981,259,-33.875,21.125
"Protea coronata",1985,263,-33.875,21.125
"Protea coronata",1993,262,-33.875,21.125
"Protea coronata",1915,238,-34.375,21.875
"Protea coronata",1928,230,-33.875,18.375
"Protea coronata",1933,225,-33.875,22.375
"Protea coronata",1933,217,-33.875,18.375
"Protea coronata",1933,215,-33.875,18.375
"Protea coronata",1943,241,-34.125,18.875
"Protea coronata",1953,221,-33.875,22.625
"Protea coronata",1953,221,-34.125,19.125
"Protea coronata",1986,231,-33.875,21.125
"Protea coronata",1986,231,-34.125,20.875
"Protea coronata",1986,227,-33.875,18.875
"Protea coronata",1993,232,-33.875,21.125
"Protea coronata",1942,202,-34.125,18.875
"Protea coronata",1963,183,-33.875,20.625
"Protea coronata",1966,192,-34.375,19.625
"Protea coronata",2006,186,-34.375,20.625
"Protea coronata",1934,155,-33.875,22.375
"Protea coronata",1950,167,-34.375,19.125
"Protea coronata",1951,171,-33.875,18.875
"Protea coronata",1952,167,-33.875,18.875
"Protea coronata",1952,176,-33.875,18.875
"Protea coronata",1955,159,-34.125,19.125
"Protea coronata",1975,174,-33.875,23.875
"Protea coronata",1991,164,-33.875,21.875
"Protea coronata",1916,147,-34.125,18.375
"Protea coronata",1916,141,-34.125,18.375
"Protea coronata",1940,136,-34.125,19.375
"Protea coronata",1954,135,-34.125,18.375
"Protea coronata",1955,149,-29.875,30.375
"Protea coronata",1960,123,-33.875,24.375
"Protea coronata",1972,126,-33.875,21.875
"Protea coronata",1979,134,-33.875,21.125
"Protea coronata",1947,117,-33.875,24.375
"Protea coronata",1960,107,-33.875,19.375
"Protea coronata",1961,107,-33.875,18.875
"Protea coronata",1963,99,-33.875,23.875
"Protea coronata",1964,112,-33.875,18.875
"Protea coronata",1965,110,-34.125,18.375
"Protea coronata",1979,94,-33.875,22.125
"Protea coronata",1988,110,-34.125,20.875
"Protea coronata",1993,92,-34.125,19.125
"Protea coronata",1976,63,-33.875,21.625
"Protea coronata",1951,3,-33.875,19.125
"Protea cynaroides",1955,346,-33.875,18.875
"Protea cynaroides",1959,352,-34.625,20.125
"Protea cynaroides",1962,346,-33.875,25.125
"Protea cynaroides",2002,344,-34.375,18.875
"Protea cynaroides",1949,316,-33.875,23.125
"Protea cynaroides",1958,311,-34.125,23.125
"Protea cynaroides",1959,314,-33.375,19.125
"Protea cynaroides",1970,306,-33.875,22.375
"Protea cynaroides",1971,317,-34.625,19.625
"Protea cynaroides",1954,297,-32.625,18.625
"Protea cynaroides",1960,287,-33.875,18.875
"Protea cynaroides",1930,250,-33.875,25.375
"Protea cynaroides",1932,261,-32.125,24.125
"Protea cynaroides",1947,257,-33.875,23.625
"Protea cynaroides",1956,247,-33.875,20.625
"Protea cynaroides",1973,255,-33.625,24.625
"Protea cynaroides",1980,262,-33.125,19.125
"Protea cynaroides",1952,229,-33.875,18.875
"Protea cynaroides",1952,229,-33.875,20.375
"Protea cynaroides",1961,221,-33.875,19.125
"Protea cynaroides",1962,240,-34.375,19.625
"Protea cynaroides",1973,233,-34.125,23.875
"Protea cynaroides",1973,233,-34.125,23.125
"Protea cynaroides",1973,232,-33.875,22.875
"Protea cynaroides",1980,228,-34.375,20.625
"Protea cynaroides",1986,228,-33.875,19.625
"Protea cynaroides",1934,184,-33.875,25.125
"Protea cynaroides",1934,184,-34.125,24.875
"Protea cynaroides",1941,189,-34.375,20.625
"Protea cynaroides",1952,187,-34.125,20.375
"Protea cynaroides",1967,203,-34.375,19.125
"Protea cynaroides",1969,209,-33.875,25.625
"Protea cynaroides",1980,193,-33.625,19.125
"Protea cynaroides",1985,201,-33.375,26.375
"Protea cynaroides",1978,154,-33.875,23.125
"Protea cynaroides",1978,153,-33.875,25.125
"Protea cynaroides",1979,157,-34.375,19.125
"Protea cynaroides",1987,172,-34.125,20.875
"Protea cynaroides",1943,147,-34.125,18.375
"Protea cynaroides",1946,121,-33.875,18.375
"Protea cynaroides",1956,148,-33.875,22.125
"Protea cynaroides",1971,138,-34.125,18.875
"Protea cynaroides",1972,124,-33.875,25.125
"Protea cynaroides",1972,123,-33.875,24.375
"Protea cynaroides",1974,124,-33.125,19.375
"Protea cynaroides",1975,131,-34.375,19.375
"Protea cynaroides",1980,149,-34.375,19.375
"Protea cynaroides",1993,131,-34.375,18.875
"Protea cynaroides",1917,109,-34.125,18.375
"Protea cynaroides",1959,94,-33.875,21.875
"Protea cynaroides",1971,105,-34.375,19.375
"Protea cynaroides",1973,105,-33.875,19.375
"Protea cynaroides",1974,96,-34.125,18.375
"Protea cynaroides",1978,91,-33.875,21.125
"Protea cynaroides",1979,100,-34.625,19.625
"Protea cynaroides",1919,87,-34.125,18.375
"Protea cynaroides",1921,75,-34.125,18.875
"Protea cynaroides",1941,79,-34.375,20.875
"Protea cynaroides",1947,79,-33.375,21.375
"Protea cynaroides",1953,87,-33.875,18.875
"Protea cynaroides",1962,71,-34.125,19.375
"Protea cynaroides",1974,67,-33.625,25.125
"Protea cynaroides",1977,73,-33.875,19.625
"Protea cynaroides",1978,89,-33.125,19.375
"Protea cynaroides",1978,75,-34.625,19.875
"Protea cynaroides",2009,82,-33.962769,18.406809
"Protea cynaroides",1947,56,-34.125,18.875
"Protea cynaroides",1952,48,-32.125,23.625
"Protea cynaroides",1962,47,-34.125,20.375
"Protea cynaroides",1973,34,-34.125,19.125
"Protea cynaroides",1942,29,-34.125,18.375
"Protea cynaroides",1942,29,-33.875,18.625
"Protea cynaroides",1948,10,-33.875,18.875
"Protea cynaroides",1969,16,-33.875,25.625
"Protea cynaroides",1970,8,-34.125,19.125
"Protea cynaroides",1971,27,-34.125,18.875
"Protea cynaroides",1974,3,-33.875,21.375
"Protea eximia",1919,350,-33.875,22.125
"Protea eximia",1928,363,-33.375,20.875
"Protea eximia",1928,362,-33.375,22.125
"Protea eximia",1950,339,-33.875,22.125
"Protea eximia",1976,355,-34.375,19.125
"Protea eximia",1996,345,-33.6944,19.0809
"Protea eximia",1921,328,-33.875,22.375
"Protea eximia",1928,308,-33.875,22.375
"Protea eximia",1957,317,-33.625,21.375
"Protea eximia",1959,328,-33.875,20.125
"Protea eximia",1970,307,-33.625,22.875
"Protea eximia",1970,308,-33.375,22.125
"Protea eximia",1974,313,-33.625,21.625
"Protea eximia",1987,330,-33.875,20.875
"Protea eximia",1965,302,-34.125,24.125
"Protea eximia",1967,301,-34.125,24.875
"Protea eximia",1975,283,-33.375,26.625
"Protea eximia",1976,296,-33.625,19.875
"Protea eximia",1982,278,-33.625,20.625
"Protea eximia",1993,278,-33.625,20.875
"Protea eximia",1993,279,-33.625,20.875
"Protea eximia",1930,266,-33.625,23.125
"Protea eximia",1949,266,-33.875,21.125
"Protea eximia",1953,270,-33.375,21.375
"Protea eximia",1953,269,-33.375,21.375
"Protea eximia",1961,258,-33.875,18.875
"Protea eximia",1967,246,-34.375,19.125
"Protea eximia",1967,262,-33.875,23.875
"Protea eximia",1978,269,-33.875,24.125
"Protea eximia",1993,264,-34.375,18.875
"Protea eximia",1929,228,-33.875,21.125
"Protea eximia",1949,219,-33.375,22.125
"Protea eximia",1949,221,-33.875,21.125
"Protea eximia",1952,232,-33.875,22.375
"Protea eximia",1986,229,-33.625,19.625
"Protea eximia",1987,230,-33.625,21.875
"Protea eximia",2005,216,-33.875,25.125
"Protea eximia",1935,192,-33.625,23.375
"Protea eximia",1954,199,-33.875,22.375
"Protea eximia",1954,199,-33.625,22.125
"Protea eximia",1966,192,-33.375,22.125
"Protea eximia",1974,198,-33.625,23.875
"Protea eximia",1955,170,-33.375,22.125
"Protea eximia",1961,164,-33.875,21.125
"Protea eximia",1966,173,-33.375,22.625
"Protea eximia",1978,153,-33.875,25.125
"Protea eximia",1978,154,-33.875,23.125
"Protea eximia",1940,136,-33.875,25.375
"Protea eximia",1961,133,-33.375,22.125
"Protea eximia",1969,125,-34.375,19.875
"Protea eximia",1915,114,-34.125,19.625
"Protea eximia",1963,94,-33.375,22.125
"Protea eximia",1978,91,-33.875,21.125
"Protea eximia",1979,92,-33.875,22.125
"Protea eximia",1929,89,-34.125,24.625
"Protea eximia",1959,84,-33.875,22.625
"Protea eximia",1976,63,-33.875,21.625
"Protea eximia",1977,60,-33.375,22.125
"Protea eximia",1979,73,-33.875,25.125
"Protea eximia",1974,32,-33.625,25.125
"Protea eximia",2001,54,-33.625,23.375
"Protea eximia",1920,27,-33.875,23.375
"Protea eximia",1953,25,-34.125,19.625
"Protea eximia",1956,29,-34.125,21.375
"Protea eximia",1961,2,-33.375,22.125
"Protea eximia",1963,25,-33.375,22.375
"Protea eximia",1971,10,-33.875,25.625
"Protea eximia",1997,24,-33.375,21.125
"Protea gaguedi",1905,335,-25.625,28.375
"Protea gaguedi",1933,362,-25.375,30.875
"Protea gaguedi",1937,353,-24.875,30.875
"Protea gaguedi",1961,340,-24.625,30.875
"Protea gaguedi",1963,346,-24.625,30.875
"Protea gaguedi",1971,341,-25.875,31.125
"Protea gaguedi",1972,349,-25.625,27.125
"Protea gaguedi",1978,348,-24.875,30.875
"Protea gaguedi",1978,335,-27.375,30.875
"Protea gaguedi",1986,339,-26.125,31.125
"Protea gaguedi",1992,342,-25.875,31.125
"Protea gaguedi",1992,344,-25.875,31.375
"Protea gaguedi",2002,338,-24.875,30.875
"Protea gaguedi",1905,328,-27.375,30.125
"Protea gaguedi",1930,318,-30.875,28.625
"Protea gaguedi",1936,330,-27.125,31.875
"Protea gaguedi",1945,324,-23.875,30.125
"Protea gaguedi",1973,314,-25.875,31.125
"Protea gaguedi",1976,329,-22.875,30.375
"Protea gaguedi",1977,323,-22.875,30.375
"Protea gaguedi",1914,292,-23.875,30.125
"Protea gaguedi",1930,298,-30.875,28.625
"Protea gaguedi",1955,279,-26.375,31.125
"Protea gaguedi",1956,300,-26.375,31.125
"Protea gaguedi",1957,284,-26.625,31.375
"Protea gaguedi",1959,289,-27.125,31.375
"Protea gaguedi",1959,289,-27.125,31.625
"Protea gaguedi",1970,302,-25.875,31.125
"Protea gaguedi",1974,275,-25.875,31.375
"Protea gaguedi",1996,276,-23.875,30.125
"Protea gaguedi",1906,272,-25.375,30.625
"Protea gaguedi",1961,271,-24.125,30.375
"Protea gaguedi",1962,270,-26.375,31.125
"Protea gaguedi",1974,268,-23.875,29.875
"Protea gaguedi",1977,263,-26.375,31.125
"Protea gaguedi",1977,261,-26.375,31.125
"Protea gaguedi",1981,262,-24.125,30.125
"Protea gaguedi",1903,239,-25.625,27.375
"Protea gaguedi",1903,239,-25.625,27.125
"Protea gaguedi",1956,225,-25.875,31.125
"Protea gaguedi",1968,219,-24.875,30.625
"Protea gaguedi",1978,214,-25.625,30.625
"Protea gaguedi",1986,218,-24.125,30.375
"Protea gaguedi",1992,227,-26.875,30.875
"Protea gaguedi",1937,197,-23.875,30.625
"Protea gaguedi",1947,207,-25.375,30.625
"Protea gaguedi",1956,193,-25.625,27.125
"Protea gaguedi",1964,192,-23.875,30.125
"Protea gaguedi",1906,163,-23.875,29.875
"Protea gaguedi",1956,180,-25.125,27.625
"Protea gaguedi",1982,160,-25.625,31.125
"Protea gaguedi",1993,173,-24.125,28.375
"Protea gaguedi",1903,144,-25.625,26.875
"Protea gaguedi",1945,127,-23.875,30.125
"Protea gaguedi",1956,143,-28.625,31.125
"Protea gaguedi",1969,121,-30.875,28.625
"Protea gaguedi",1971,136,-23.625,28.125
"Protea gaguedi",1978,140,-25.875,31.125
"Protea gaguedi",1978,138,-24.625,30.875
"Protea gaguedi",1980,138,-25.875,30.125
"Protea gaguedi",1986,129,-25.625,31.125
"Protea gaguedi",1957,97,-22.875,29.875
"Protea gaguedi",1976,108,-25.875,30.625
"Protea gaguedi",1997,107,-25.375,30.375
"Protea gaguedi",1956,67,-25.875,31.125
"Protea gaguedi",1957,66,-25.875,31.125
"Protea gaguedi",1957,64,-25.625,30.125
"Protea gaguedi",1959,76,-26.125,31.125
"Protea gaguedi",1959,76,-26.375,31.125
"Protea gaguedi",1937,51,-24.875,30.875
"Protea gaguedi",1937,56,-24.625,30.875
"Protea gaguedi",1961,33,-26.375,31.125
"Protea gaguedi",1972,47,-24.875,30.625
"Protea gaguedi",1972,40,-24.375,28.625
"Protea gaguedi",1974,41,-25.375,30.625
"Protea gaguedi",1979,36,-25.375,30.625
"Protea gaguedi",1997,51,-27.625,31.125
"Protea gaguedi",2000,45,-26.375,30.125
"Protea gaguedi",2000,46,-27.625,31.625
"Protea gaguedi",1904,17,-25.875,31.125
"Protea gaguedi",1941,12,-26.125,31.625
"Protea gaguedi",1951,7,-22.875,30.625
"Protea gaguedi",1953,29,-25.625,28.125
"Protea gaguedi",1957,9,-26.875,31.375
"Protea gaguedi",1957,9,-29.125,29.625
"Protea gaguedi",1957,9,-27.125,31.625
"Protea gaguedi",1960,6,-24.625,30.875
"Protea gaguedi",1964,16,-26.125,31.375
"Protea gaguedi",1972,14,-24.625,30.875
"Protea gaguedi",1972,18,-24.625,30.875
"Protea gaguedi",1973,10,-25.875,31.125
"Protea gaguedi",1975,30,-25.875,31.375
"Protea gaguedi",1975,29,-24.625,30.875
"Protea gaguedi",1976,20,-24.875,30.625
"Protea gaguedi",1976,19,-24.875,30.625
"Protea gaguedi",1978,30,-25.375,30.625
"Protea gaguedi",1979,6,-25.125,30.875
"Protea gaguedi",1986,4,-24.875,30.875
"Protea gaguedi",1989,15,-22.625,30.375
"Protea gaguedi",1992,7,-28.625,32.125
"Protea gaguedi",1994,22,-25.625,30.375
"Protea gaguedi",1994,25,-26.125,31.375
"Protea gaguedi",1994,27,-26.125,31.375
"Protea glabra",1930,307,-32.125,18.875
"Protea glabra",1930,321,-31.375,19.125
"Protea glabra",1955,325,-32.125,19.125
"Protea glabra",2005,332,-32.375,18.875
"Protea glabra",1928,285,-31.625,19.375
"Protea glabra",1938,278,-32.625,19.125
"Protea glabra",1953,283,-31.625,19.125
"Protea glabra",1962,282,-33.375,19.375
"Protea glabra",1963,288,-33.125,19.625
"Protea glabra",1967,295,-31.875,19.625
"Protea glabra",1967,295,-32.875,19.625
"Protea glabra",1973,283,-31.875,18.875
"Protea glabra",1977,299,-32.125,19.125
"Protea glabra",1977,293,-32.125,19.125
"Protea glabra",1911,261,-31.375,18.625
"Protea glabra",1933,249,-32.125,18.875
"Protea glabra",1940,273,-32.125,18.875
"Protea glabra",1948,248,-32.125,18.875
"Protea glabra",1948,265,-30.625,18.375
"Protea glabra",1949,250,-32.125,18.875
"Protea glabra",1953,251,-32.125,19.125
"Protea glabra",1956,271,-33.125,19.875
"Protea glabra",1961,260,-31.875,18.625
"Protea glabra",1962,265,-31.875,18.625
"Protea glabra",1964,259,-32.875,19.625
"Protea glabra",1965,259,-33.125,19.625
"Protea glabra",1969,260,-31.375,19.125
"Protea glabra",1970,271,-31.375,19.125
"Protea glabra",1972,268,-33.125,19.625
"Protea glabra",1972,248,-32.125,18.625
"Protea glabra",1991,265,-32.875,19.625
"Protea glabra",1991,264,-32.875,19.625
"Protea glabra",1993,257,-32.375,19.125
"Protea glabra",1993,244,-32.375,18.875
"Protea glabra",2006,254,-32.875,19.625
"Protea glabra",1941,235,-32.125,18.875
"Protea glabra",1950,235,-31.375,19.125
"Protea glabra",1952,235,-32.125,18.875
"Protea glabra",1952,235,-32.375,18.875
"Protea glabra",1953,214,-31.625,19.125
"Protea glabra",1960,231,-31.375,19.125
"Protea glabra",1961,223,-31.375,19.125
"Protea glabra",1967,227,-31.875,18.875
"Protea glabra",1968,226,-31.875,18.875
"Protea glabra",1976,242,-32.875,19.375
"Protea glabra",1983,220,-31.125,18.875
"Protea glabra",1983,220,-31.375,19.125
"Protea glabra",1986,225,-32.375,19.125
"Protea glabra",1986,226,-31.375,19.125
"Protea glabra",1992,233,-31.875,19.125
"Protea glabra",1997,230,-32.125,19.125
"Protea glabra",1962,207,-33.125,19.625
"Protea glabra",1963,193,-32.125,19.125
"Protea glabra",1970,208,-32.125,18.875
"Protea glabra",1974,194,-31.625,18.875
"Protea glabra",1995,183,-31.625,19.125
"Protea glabra",1972,158,-32.125,19.125
"Protea glabra",1972,158,-32.375,19.125
"Protea glabra",1988,156,-31.625,19.125
"Protea glabra",1960,127,-32.375,18.875
"Protea glabra",1978,101,-31.375,19.125
"Protea glabra",1978,95,-31.875,18.875
"Protea glabra",1978,105,-32.375,19.125
"Protea laurifolia",1963,357,-33.625,19.125
"Protea laurifolia",1908,334,-33.375,19.625
"Protea laurifolia",1930,322,-31.375,19.125
"Protea laurifolia",1977,321,-33.125,19.125
"Protea laurifolia",1923,296,-32.375,19.125
